PassengerId,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet_int,Cabin_int,Destination_int,Name_int,CryoSleep_int,VIP_int,Transported_int
4362_01,0.5443037974683544,0.0,0.06530708080367624,0.0,0.0,0.06841254713462894,0,3078,0,3983,0,0,1
3566_01,0.24050632911392406,0.0,0.011270251232683728,0.021624382768602075,4.4626918957515175e-05,0.0,1,2508,2,3243,0,0,1
8410_01,0.6582278481012658,0.020171703776087107,0.01012980914366216,0.0,0.004998214923241699,0.0,1,5948,0,7683,0,0,0
3455_01,0.16455696202531644,0.0,0.0,0.0,0.0,0.0,2,2431,0,3135,1,0,1
8638_02,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,1,6103,0,7879,0,0,1
4254_01,0.4177215189873418,0.3834019683115795,0.3153322376144635,0.0009790567001532436,0.13446090681899323,0.01255542203621597,0,3001,2,3882,0,0,0
5945_01,0.08860759493670886,0.0,0.0,0.0,0.0,0.0,1,4209,0,5435,1,0,1
3271_01,0.6455696202531646,0.0,0.0,0.0,0.0,0.0,1,2295,0,2942,1,0,0
6731_01,0.4050632911392405,0.21881761708661968,6.708482876597457e-05,0.0,0.0,0.0,1,4786,0,6197,0,0,0
0591_01,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,1,421,1,555,1,0,0
5767_01,0.4177215189873418,0.0,0.0,0.0,0.0,0.0,1,4074,1,5259,1,0,1
7517_01,0.31645569620253167,0.0010469742444335869,0.00010062724314896186,0.0,0.028338093538022135,0.0,1,5329,1,6883,0,0,0
6681_01,0.27848101265822783,0.0,0.02794083118102841,0.016218287076451558,0.0,0.0004972444370778602,1,4758,2,6155,0,0,1
0669_01,0.3291139240506329,0.0,0.01777747962298326,8.513536523071684e-05,0.0004016422706176366,0.016699125678531473,1,478,0,629,0,0,0
3412_02,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,0,2396,2,3089,1,0,1
3409_01,0.24050632911392406,0.006281845466601522,0.0,0.0,0.003302392002856123,0.024655036671777233,1,2394,0,3086,0,0,0
6588_01,0.4810126582278481,0.0080268025406575,0.004192801797873411,0.0,0.009014637629418065,0.0,1,4686,0,6066,0,0,1
6020_03,0.12658227848101267,0.0,0.0,0.0,0.0,0.0,1,4272,0,5517,0,0,0
2096_02,0.620253164556962,0.11335241153067635,0.0,0.0028946024178443724,0.013885165026255942,0.0,2,1462,0,1911,0,0,0
6411_01,0.6582278481012658,0.0,0.021869654177707712,0.00038310914353822576,0.0,0.0,1,4560,1,5909,0,0,0
3966_02,0.34177215189873417,0.0,0.0,0.043419036267665585,0.0,0.012632279090839752,1,2790,0,3600,0,0,1
0365_01,0.3649105122463968,0.0,0.0,0.0,0.030569439485897895,0.0008701777648862553,1,249,2,317,0,0,0
6414_01,0.3924050632911392,0.020520695190898303,0.0161003589038339,0.001319598161076111,0.00013388075687254553,0.0,1,4563,0,5912,0,0,1
2518_02,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,0,1760,2,2278,1,0,1
3655_01,0.21518987341772153,0.0,0.014490323013450507,0.0,0.13401463762941807,0.0,1,2569,0,3319,0,0,0
7667_01,0.18987341772151897,0.0,0.0,0.0,0.0,0.0,0,5422,2,6996,1,0,1
5812_06,0.13924050632911392,0.0,0.0,0.0,0.0,0.0,1,4108,2,5304,1,0,1
2397_01,0.45569620253164556,0.0,0.0271693556502197,0.0,0.0,0.0,1,1678,2,2178,0,0,0
6718_01,0.46835443037974683,0.0012563690933203044,0.007983094623150975,0.0,0.023563013209568013,0.0,1,4775,0,6179,0,0,0
4770_01,0.27848101265822783,0.0,0.01707308892094053,8.513536523071684e-05,0.0003570153516601214,0.003066340695313471,1,3362,2,4366,0,0,1
5351_01,0.5822784810126582,0.07552174216514274,0.002683393150638983,0.05010216243827686,0.0,0.01338416276467907,2,3775,2,4877,0,0,0
8976_01,0.4430379746835443,6.979828296223913e-05,0.0,0.0,0.0,0.033273940247793475,1,6339,0,8191,0,0,0
4457_01,0.3037974683544304,0.04871920150764291,0.0,0.002170951813383279,8.925383791503035e-05,0.00016574814569262006,1,3144,0,4068,0,0,1
4072_01,0.7594936708860759,0.0,0.0,0.007395248132214369,0.0,0.0,1,2871,0,3715,1,0,1
0926_02,0.37974683544303794,0.0,0.025492234931070338,0.00996083773199387,0.1232149232416994,0.003356399950275556,0,643,0,846,0,0,0
4693_01,0.3670886075949367,0.0,0.030859021232348304,0.0,0.09157443770082115,0.15277835329217254,0,3316,0,4305,0,1,0
8252_03,0.08860759493670886,0.0,0.0,0.0,0.0,0.0,1,5837,0,7540,1,0,0
5855_02,0.5189873417721519,0.0,0.0,0.029243997956751235,0.0,0.002693407367505076,1,4141,1,5345,0,0,1
7321_01,0.3924050632911392,0.0,0.015365015372161363,0.0,0.0,0.0,2,5201,0,6729,1,0,1
5072_02,0.17721518987341772,0.0,0.0,0.0,0.0,0.0,1,3573,1,4629,1,0,0
0408_01,0.4430379746835443,0.07915125287917917,0.0037902928252775635,0.0022135194959986377,0.0,0.0,2,281,0,362,0,0,0
6396_01,0.3924050632911392,0.0,0.008150806695065911,0.0,0.013885165026255942,0.0,1,4547,0,5889,0,0,0
4596_01,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,3,3247,0,4204,1,0,1
6925_01,0.3291139240506329,0.0,0.0,0.028818321130597648,4.4626918957515175e-05,0.004475199933700742,1,4926,0,6393,0,0,0
2727_01,0.4050632911392405,0.0,0.0003018817294468856,0.0004682445087689426,0.034987504462691894,0.002610533294658766,1,1913,0,2481,0,0,0
7707_01,0.2911392405063291,0.002791931318489565,0.00013416965753194915,0.00038310914353822576,0.014191360228489826,0.058550532465918036,1,5451,0,7028,0,0,0
4723_02,0.3037974683544304,0.010748935576184825,0.000234796900680911,0.010258811510301379,0.009505533737950732,0.018770977499689222,1,3335,1,4328,0,0,0
6905_03,0.20253164556962025,0.0030013261673762824,0.00010062724314896186,0.03192576196151881,0.0,0.0,1,4909,2,6371,0,0,1
9165_01,0.2911392405063291,0.0006281845466601522,6.708482876597457e-05,4.256768261535842e-05,0.0,0.030124725479633695,1,6478,0,8373,0,0,0
9076_01,0.4050632911392405,0.0,0.0,0.0,0.0,0.0,1,6413,0,8290,0,0,0
4315_02,0.25316455696202533,0.0,0.0,0.0,0.0,0.0,1,3042,0,3937,0,0,1
1433_01,0.6455696202531646,0.0,0.0,0.0,0.0,0.0,1,1004,0,1328,1,0,0
0984_02,0.3037974683544304,0.0,0.0,0.030563596117827344,0.0,0.0,1,685,0,27,0,0,0
9136_01,0.3649105122463968,0.00041878969777343477,0.0,0.0,0.03570153516601214,0.00012431110926946505,1,6457,0,8344,0,0,0
3352_01,0.5949367088607594,0.0,0.0,0.0,0.0,0.0,1,2354,1,3031,1,0,0
6077_01,0.21518987341772153,0.0,0.015365015372161363,0.0,0.0,0.0,1,4320,0,5585,1,0,1
8459_01,0.5443037974683544,0.0,0.0,0.0,0.0,0.0,1,5977,1,7725,1,0,0
3305_02,0.3924050632911392,0.07433517135478467,0.00043605138697883474,0.006385152392303762,0.0016065690824705464,0.0,2,2322,2,2991,0,0,0
1025_01,0.25316455696202533,0.0529768967683395,0.0,0.004512174357227993,0.009014637629418065,0.0,1,718,0,942,0,0,0
1501_01,0.7974683544303798,0.0,0.007245161506725254,0.0,0.026508389860764012,0.0,1,1047,0,1388,0,0,0
0129_01,0.27848101265822783,0.0,0.0,0.007395248132214369,0.0,0.0,1,93,1,118,1,0,1
0516_01,0.6962025316455696,0.007887205974733021,0.08358769664240431,0.0017452749872296951,0.0,0.09845439854141631,0,359,2,469,0,0,0
0691_01,0.24050632911392406,0.011446918405807216,0.0,0.03333049548782564,0.0,0.0,2,496,0,651,0,0,0
8383_02,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,1,5930,0,7660,1,0,0
3483_01,0.3924050632911392,0.0,0.021031093818133027,4.256768261535842e-05,0.0,0.0005386814735010153,1,2449,1,3162,0,0,0
6428_02,0.20253164556962025,0.0,0.0,0.0,0.0,0.0,0,4571,0,5925,1,0,1
6324_02,0.5569620253164557,0.0,0.0,0.0,0.0,0.0,1,4496,2,5813,0,0,1
2995_01,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,0,2102,2,2709,1,0,1
0471_01,0.20253164556962025,0.0,0.0015094086472344278,8.513536523071684e-05,0.23130132095680114,0.0070442961919363525,0,331,0,429,0,0,0
1452_02,0.8860759493670886,0.0,0.0,0.0,0.0,0.0,0,12,0,1347,1,0,1
8092_03,0.5189873417721519,0.0,0.1078724046556871,0.0,0.01932345590860407,0.021422947830771144,0,5727,0,7382,0,0,0
8542_01,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,2,6031,0,7788,1,0,0
1525_01,0.25316455696202533,0.03762127451664689,0.04256532385201087,0.0016175719393836199,0.0,0.0,2,1060,0,1407,0,0,1
5356_01,0.3670886075949367,0.0,0.0010733572602555932,0.0,0.20157979293109604,0.0,1,3781,0,4884,0,0,0
7835_01,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,1,5543,1,7135,1,0,0
1567_01,0.46835443037974683,0.0,0.0,0.0,0.0,0.0,0,1087,0,1441,1,0,1
8216_01,0.22784810126582278,0.0015355622251692607,0.0,0.028988591861059083,0.0,4.1437036423155016e-05,1,5810,0,7507,0,0,1
1239_01,0.37974683544303794,0.04083199553290989,0.00043605138697883474,0.005193257279073727,0.001785076758300607,0.0043508888244312765,1,867,1,1146,0,0,1
5531_01,0.5443037974683544,0.05702519718014937,0.0,0.026264260173676144,0.0,0.0,2,3911,1,5051,0,0,0
4305_01,0.7088607594936709,0.0,0.026129540804347096,0.000510812191384301,0.00013388075687254553,0.0014502962748104255,1,3034,0,3928,0,0,0
4446_02,0.46835443037974683,0.0,0.12085331902190319,0.0014047335263068278,0.31743127454480546,4.1437036423155016e-05,0,3136,0,4053,0,0,0
3412_03,0.2911392405063291,0.00013959656592447826,0.2263442122563982,0.0,0.001026419136022849,0.0,0,2396,0,3090,0,0,1
8157_06,0.11392405063291139,0.0,0.0,0.0,0.0,0.0,1,5771,0,7454,0,0,1
4303_02,0.4810126582278481,0.0,0.022406332807835508,0.003575685339690107,0.011915387361656551,0.0,1,3033,0,3927,0,0,0
2860_01,0.22784810126582278,0.010748935576184825,0.0007379331164257203,0.0032777115613825984,0.04699214566226348,0.0,1,2011,1,2605,0,0,1
0309_01,0.22784810126582278,0.08333914985691351,0.0,0.006683126170611272,0.00026776151374509105,0.0,1,216,0,273,0,0,0
5247_01,0.4810126582278481,0.00041878969777343477,0.07795257102606246,0.0,0.0,0.0,1,3699,0,4789,0,0,1
5423_01,0.620253164556962,0.038528652195156,0.0,0.0002979737783075089,0.0,0.007582977665437368,2,3828,0,4944,0,0,0
6334_04,0.0,0.0,0.0,0.0,0.0,0.0,1,4505,1,5828,1,0,1
2758_01,0.3037974683544304,0.015682809903064355,0.0,0.0,0.0,0.0,1,1938,1,2510,1,0,1
5647_03,0.6075949367088608,0.0,0.015365015372161363,0.0,0.12723134594787577,0.06124393983342311,0,3989,0,5154,0,0,0
1165_04,0.21518987341772153,0.0,0.0,0.0,0.0,0.0,0,810,0,1075,1,0,1
0594_02,0.3037974683544304,0.015682809903064355,0.00013416965753194915,0.0,0.02990003570153517,0.004682385115816517,3,424,0,558,0,0,0
1800_04,0.0,0.0,0.0,0.0,0.0,0.0,1,1254,0,1654,0,0,1
5945_03,0.5949367088607594,0.011377120122844978,6.708482876597457e-05,0.0004682445087689426,0.0264637629418065,0.0,1,4209,1,5437,0,0,1
5732_01,0.25316455696202533,0.0,0.0,0.0022560871786139964,8.925383791503035e-05,0.03124352546305888,1,4050,0,5227,0,0,0
5916_01,0.24050632911392406,0.00013959656592447826,0.00010062724314896186,0.01915545717691129,0.009103891467333095,0.0,1,4189,0,5406,0,0,1
7660_01,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,0,5418,2,6992,1,0,1
3279_03,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,0,2301,0,2954,1,0,1
0600_01,0.3037974683544304,0.0,0.11354107268641196,0.035160905840286055,0.0004016422706176366,0.03285956988356193,0,429,0,567,0,0,1
0064_02,0.4177215189873418,0.0,0.0,0.007395248132214369,0.0,0.0,3,44,0,58,1,0,1
0825_01,0.16455696202531644,0.0,0.0,0.0,0.0,0.0,1,583,0,773,1,0,1
3495_01,0.5949367088607594,0.0,0.35819944319592123,0.0,0.012183148875401643,0.003314962913852401,0,2460,0,3178,0,0,1
6766_01,0.20253164556962025,0.027849514901933412,0.0,0.00012770304784607525,0.0,0.005676873989972237,1,4818,1,6239,0,0,0
7848_01,0.3670886075949367,0.07342779367627557,0.0,0.027030478460752596,0.0,0.0,2,12,0,7146,0,0,0
6191_04,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,0,4405,0,5697,1,0,1
5445_01,0.7721518987341772,0.0,0.0017777479622983262,0.03460752596628639,0.00013388075687254553,0.0,3,3844,0,4963,0,0,0
3166_01,0.3649105122463968,0.015682809903064355,0.0,0.0,0.0,0.0,2,2219,0,2851,1,0,1
8431_02,0.3291139240506329,6.979828296223913e-05,0.1569784993123805,0.0010641920653839604,0.02516958229203856,0.0005386814735010153,0,5961,2,7698,0,0,0
4547_01,0.25316455696202533,0.0,0.0008385603595746821,0.0,0.0,0.033273940247793475,1,3211,0,4161,0,0,1
8158_01,0.5063291139240507,0.06651776366301389,0.0,0.015154095011067598,0.0,0.0,2,5773,0,7455,0,0,0
5950_01,0.4050632911392405,0.015682809903064355,0.00016771207191493645,0.0,0.002856122813280971,0.0,1,4214,0,5442,0,0,0
9097_01,0.43037974683544306,0.0,0.0,0.0,0.0,0.0,2,6425,0,8309,1,0,1
0377_01,0.7974683544303798,0.0,0.03582329856103042,0.0,0.00785433773652267,0.33928645423279324,0,258,2,326,0,0,0
7062_01,0.26582278481012656,0.0,0.00043605138697883474,0.0,0.03213138164941093,0.0070442961919363525,1,5031,0,6523,0,0,0
6152_01,0.4177215189873418,0.0,0.015365015372161363,0.0,0.0,0.0,0,4377,0,5662,1,0,1
6858_01,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,0,4876,0,6325,1,0,1
8268_02,0.24050632911392406,0.0,0.00010062724314896186,0.0,0.040967511602998934,0.09721128744872166,0,5850,0,7555,0,0,0
0206_01,0.3649105122463968,0.00013959656592447826,0.05769295273873813,0.000510812191384301,0.05020528382720457,0.005055318443624912,0,145,2,178,0,0,1
4317_01,0.3037974683544304,0.030641446220422978,0.0,0.09109484079686701,0.0,0.0,2,3044,0,3939,0,0,1
4661_02,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,1,3297,2,4271,1,0,0
0456_01,0.6962025316455696,0.014657639422070217,0.006205346660852648,0.008002724331687382,0.0026329882184933954,0.0030249036588903162,1,318,0,410,0,0,0
2532_01,0.3037974683544304,0.051441334543170236,0.0012410693321705296,0.07159884215903285,0.0,0.0,2,1772,0,2290,0,0,0
0582_01,0.4177215189873418,0.0,0.0,0.0,0.0,0.0,2,412,0,543,1,0,1
1463_01,0.2911392405063291,0.013959656592447826,0.013886559554556737,0.0031074408309211647,4.4626918957515175e-05,4.1437036423155016e-05,1,1028,1,27,0,0,0
8729_02,0.25316455696202533,0.015682809903064355,0.26025559319759833,0.0007662182870764515,0.21978757586576222,0.5256288070277214,0,6168,0,7969,0,0,0
3361_03,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,2,2359,0,3043,1,0,1
8092_02,0.4177215189873418,0.0,0.015365015372161363,0.0,0.0,0.0,0,5727,2,7381,1,1,1
1871_01,0.3924050632911392,0.0,0.0665146077214638,0.0,0.0076758300606926105,0.002154725894004061,0,1303,0,1717,0,0,1
3301_03,0.0,0.0,0.0,0.0,0.0,0.0,1,2320,2,2987,0,0,1
0330_02,0.4050632911392405,0.017240175891673065,0.15600576929527388,0.0,0.002052838272045698,0.008370281357477314,0,227,0,27,0,0,1
0475_01,0.45569620253164556,0.0,0.0,0.0016175719393836199,0.0004016422706176366,0.03907512534703518,1,334,0,433,0,0,0
0816_01,0.3037974683544304,0.0,0.00952604568476839,0.0,0.20590860406997502,0.018149421953341897,0,574,2,763,0,0,0
1186_02,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,1,826,0,1093,0,0,0
3732_04,0.34177215189873417,0.23312626509387868,0.019722939657196525,0.007395248132214369,0.0077204569796501255,0.002942029586044006,0,2613,2,3383,0,0,0
3594_01,0.810126582278481,0.0,0.0,0.0,0.0,0.0,1,2525,1,3262,1,0,1
3401_01,0.22784810126582278,0.0,0.0,0.06108462455303933,0.0,0.012632279090839752,1,2387,0,3076,0,0,1
2056_01,0.6582278481012658,0.0,0.0,0.0,0.0,0.0,1,1429,0,1870,1,0,0
0685_01,0.5189873417721519,6.979828296223913e-05,0.03092610606111428,0.00017027073046143367,0.0024544805426633346,0.0006215555463473252,1,489,0,644,0,0,0
2387_01,0.7341772151898734,0.015682809903064355,0.013416965753194914,0.0,0.030792574080685472,0.02030414784734596,1,1670,0,2170,0,0,1
2723_02,0.6835443037974683,0.0,0.1970952269144333,0.0,0.0,0.037873451290763686,0,1909,0,2476,0,0,1
6744_03,0.20253164556962025,0.09332030432051372,0.0,0.1112719223565469,0.0,0.0,2,4794,2,6209,0,0,0
6693_01,0.6962025316455696,0.0,0.0,0.030606163800442704,0.012227775794359158,0.0,1,4763,0,6162,0,0,0
2725_01,0.5063291139240507,0.0,0.0,0.015409501106759748,0.012138521956444128,0.0,1,1911,0,2479,0,0,0
3682_01,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,2,2585,0,3336,1,0,1
7984_01,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,2,5644,0,7271,0,0,1
2636_01,0.27848101265822783,0.015682809903064355,0.0,0.0058317725183041035,0.029944662620492682,0.012632279090839752,1,1845,0,2396,0,0,0
2763_01,0.3924050632911392,0.006351643749563761,0.02535806527353839,0.0,0.0,0.0004972444370778602,1,1942,0,2516,0,0,1
7815_01,0.34177215189873417,0.0,0.020293160701707308,0.0,0.0,0.0,1,5530,1,7119,0,0,1
3268_01,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,2,2292,0,2939,0,0,0
7832_01,0.24050632911392406,0.12724226984016193,0.0012075269177875424,0.003447982291844032,0.0,0.0,2,5540,0,7131,0,0,0
2965_01,0.17721518987341772,0.0,0.0,0.030180486974289118,0.011513745091038915,0.00012431110926946505,1,2085,0,2691,0,0,0
6485_01,0.9873417721518987,0.0,0.007144534263576292,0.0085986718883024,0.012852552659764371,0.0,1,4617,2,5985,0,0,1
5006_02,0.5569620253164557,0.0,0.0,0.0,0.0,0.0,0,3529,2,4572,1,0,1
0585_02,0.06329113924050633,0.0,0.0,0.0,0.0,0.0,2,414,0,548,1,0,1
8204_01,0.31645569620253167,0.0,0.033643041626136246,0.06934275498041886,0.003257765083898608,0.03099490324451995,0,5800,0,7496,0,0,0
1444_01,0.37974683544303794,0.0034899141481119565,0.04186093314996813,0.0,4.4626918957515175e-05,0.03779057721791738,0,1013,0,1339,0,0,1
7126_01,0.3670886075949367,0.00020939484888671738,0.0,0.028264941256597988,0.030480185647982865,0.0014088592383872706,1,5076,0,6579,0,0,0
0982_01,0.7215189873417721,0.0,0.0,0.0,0.0,0.0,1,682,1,887,1,0,1
5573_01,0.22784810126582278,0.05227891393871711,0.0,0.003150008513536523,0.0,0.0,1,3938,2,5089,0,0,0
1511_01,0.5063291139240507,0.07021707266001256,0.015365015372161363,0.0,0.01267404498393431,0.013632784983218,0,1054,0,1397,0,0,1
7783_01,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,2,5509,0,7092,1,0,1
5397_02,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,2,3809,0,4918,1,0,1
3703_01,0.34177215189873417,0.015682809903064355,0.0,0.0,0.0,0.0,3,2595,0,3351,1,0,1
7207_01,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,1,5128,0,6648,1,0,1
4895_01,0.18987341772151897,0.0,0.0,0.0,0.0,0.0,1,3450,2,4473,1,0,1
0992_02,0.3670886075949367,0.02701193550638654,0.03159695434877403,0.0,0.44301142449125314,0.05556706584345088,0,693,0,905,0,0,0
5089_01,0.49367088607594933,0.2740280589097508,0.06809110119746418,0.0,0.06618172081399501,0.025318029254547715,0,3583,0,4640,0,0,0
2648_01,0.2911392405063291,0.03420115865149717,0.01049877570187502,0.0,0.00026776151374509105,0.0,1,1854,0,2409,0,0,0
0012_01,0.3924050632911392,0.002233545054791652,0.0,0.03728928997105398,0.0,0.0,1,12,0,15,0,0,0
0164_01,0.7215189873417721,0.0034899141481119565,0.05661959547848254,0.0,0.013885165026255942,0.005593999917125927,1,113,0,138,0,0,1
7240_01,0.49367088607594933,0.013750261743561108,0.0,0.10220500595947556,0.0,0.0,2,5150,0,6676,0,0,1
2547_01,0.46835443037974683,0.0,0.0033542414382987285,0.0,0.06256694037843627,0.060580947250652634,0,12,2,2303,0,0,0
5250_01,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,2,3702,0,4792,1,0,1
6893_01,0.3670886075949367,0.0,0.0,0.0,0.0,0.0,0,4899,0,6355,1,0,1
1228_02,0.7468354430379747,0.009911356180637956,0.0,0.038608888132130086,0.0,0.0,2,856,0,1135,0,0,1
4336_02,0.17721518987341772,0.0,0.0,0.0,0.0,0.0,0,3056,0,3955,1,0,1
3997_01,0.31645569620253167,0.0,0.002784020393787945,0.0,0.019591217422349164,0.0,1,2811,2,3629,0,0,0
6450_02,0.5316455696202531,0.0,0.0,0.0,0.0,0.0,0,4590,2,5952,1,0,1
3269_01,0.4430379746835443,0.005165072939205696,0.1704625498943414,0.0,0.039851838629061054,0.08026353955165126,0,2293,2,2940,0,0,1
6182_01,0.37974683544303794,0.0,0.015365015372161363,0.0,0.0,0.0,1,4401,0,5690,1,0,0
3040_01,0.4050632911392405,0.18259230822921757,0.0,8.513536523071684e-05,0.00022313459478757588,0.0,2,2137,0,2751,0,0,0
1434_02,0.0,0.0,0.0,0.0,0.0,0.0,1,12,0,1330,0,0,1
3903_01,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,1,2736,2,3537,0,0,0
1291_01,0.4177215189873418,0.12270538144761639,0.00197900244859625,0.00017027073046143367,0.0,0.0,2,901,0,1184,0,0,0
2003_01,0.24050632911392406,0.00020939484888671738,0.00020125448629792372,0.0008513536523071684,0.0026776151374509104,0.029793229188248456,1,1396,0,1827,0,0,0
4793_01,0.45569620253164556,0.0009073776785091087,0.049642773286821186,4.256768261535842e-05,0.06421813637986434,0.08100940620726806,0,3380,2,4392,0,0,0
3372_01,0.17721518987341772,0.0,0.0,0.0,0.0,0.0,1,2367,1,3052,1,0,1
4219_02,0.5063291139240507,0.08850422279611922,0.0,0.0,0.0,0.0,2,2975,0,3854,0,0,0
7572_01,0.17721518987341772,0.0,0.0,0.0,0.0,0.0,1,5362,0,6922,1,0,0
4932_01,0.27848101265822783,0.015565017100579325,0.0,0.026817640047675805,0.0006247768654052124,0.0,2,3478,0,4508,0,0,1
9227_01,0.08860759493670886,0.0,0.0,0.0,0.0,0.0,1,6525,0,8429,1,0,0
1236_01,0.26582278481012656,0.04285614573881483,0.0014423238184684533,0.0,4.4626918957515175e-05,0.0,1,864,2,1144,0,0,0
0602_02,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,2,431,0,569,0,0,0
2336_02,0.5569620253164557,0.09834578069379493,0.03052359708851843,0.0007236506044610931,0.06479828632631203,0.15671487175237228,0,1636,0,2124,0,1,0
3776_01,0.3670886075949367,0.00013959656592447826,0.013651762653875826,0.1919376809126511,0.06395037486611925,0.00037293332780839516,0,2652,0,3434,0,0,1
3100_01,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,1,2179,0,2798,0,0,0
3652_01,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,1,2566,0,3315,1,0,0
1960_02,0.26582278481012656,0.0,0.0,0.028818321130597648,0.0001785076758300607,0.0,1,1363,1,1785,0,0,1
6650_01,0.6075949367088608,0.0008375793955468695,0.0,0.0,0.0,0.032983880992831394,1,4733,0,6118,0,0,0
5105_01,0.20253164556962025,0.0,0.0,0.0,0.0,0.0,1,12,1,4654,1,0,1
1980_03,0.5569620253164557,0.0,0.0,0.0,0.0,0.0,1,1380,0,1810,1,0,1
5012_01,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,1,3534,2,4577,1,0,1
3895_02,0.34177215189873417,0.05911914566901654,0.015365015372161363,0.00017027073046143367,0.0,4.1437036423155016e-05,2,2731,0,3531,0,0,0
2876_01,0.5316455696202531,0.01207510295246737,0.02200382383523966,0.0,0.0,0.0009530518377325654,1,2025,0,2621,0,0,0
5128_01,0.8227848101265822,0.003908703845885391,0.0,0.04601566490720245,0.0009371652981078187,0.0,2,3607,0,4675,0,0,0
7529_01,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,1,5338,0,6895,1,0,1
4509_03,0.16455696202531644,0.0018845536399804564,0.0,0.13817469776945343,0.0,0.0,2,3184,0,4130,0,0,1
0429_01,0.25316455696202533,0.00013959656592447826,0.3393150638982994,0.0,8.925383791503035e-05,0.009323333195209879,0,293,2,378,0,0,1
8988_05,0.37974683544303794,0.0,0.03448160198571093,0.0,0.003570153516601214,0.0,1,6350,0,8205,0,0,0
1099_01,0.27848101265822783,0.0,0.002616308321873008,0.027328452239060105,0.0,0.0,1,770,1,1009,0,0,0
